timestamp,label,device,backend,N,variant,iters,median_ms,p95_ms,mean_ms,min_ms
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,128,numpy-ts.dot,509,0.4585,1.9839,0.8882,0.1147
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,128,handrolled-ijk,46,1.9565,1.9935,1.9483,1.8609
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,128,handrolled-ikj,26,2.1154,2.1885,2.1146,2.0462
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,256,numpy-ts.dot,4,17.3000,17.9250,17.2775,16.3500
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,256,handrolled-ijk,4,16.8000,17.7500,16.7300,15.6500
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,256,handrolled-ikj,4,16.4500,16.7000,16.2475,15.4500
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,512,numpy-ts.dot,1,160.0000,179.1000,163.5300,155.6000
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,512,handrolled-ijk,1,163.2000,164.4000,162.9000,160.6000
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,512,handrolled-ikj,1,127.6000,130.9000,127.8300,125.7000
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,1024,numpy-ts.dot,1,2918.8000,2949.2000,2607.0400,2199.8000
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,1024,handrolled-ijk,1,2176.4000,2192.7000,2173.7100,2133.6000
2026-06-15T16:16:46.104Z,laptop-sys76,"Mozilla/5.0 (X11; Ubuntu; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",cpu,1024,handrolled-ikj,1,1000.7000,1006.7000,1000.4500,994.8000
